full_name,email_address,age,gender,phone_number,location,country,date_joined,lead_source,utm_campaign,utm_medium,notes,is_subscribed
  Viraj Natarajan  ,virajnatarajan@email.com,61,F,+918379023894,Khammam,India,2022-05-10,webinar_signup,,organic,,True
  Rajeshri Mann  ,rajeshri.m@hotmail.com,53,F,7619278120, Medininagar ,India,2022-09-07,webinar_signup,camp_186,social,VIP,False
  Edeltraud Krebs  ,edeltraudkrebs@email.com,18,M,+49 (0) 9145 046173, Merseburg ,Germany,2023-08-20,partner_import,camp_747,social,VIP,False
  Valerie Ray  ,valerie.r@outlook.com,44,F,+1-404-860-0823x696, East Staceyburgh ,USA,2024-01-13,partner_import,camp_608,email,,True
  Nandini Dubey  ,nandini.d@gmail.com,58,F,08099522427,Purnia,India,2024-04-17,webinar_signup,camp_869,social,,True
  Jack Sengupta  ,jack.s@hotmail.com,18,M,3720170117,Bathinda,India,2024-08-25,facebook_lead,,,,False
  Gaurangi Raman  ,,,,07473510674, Bhilwara ,India,2022-02-27,google_form,camp_102,organic,,False
  Robert Yu  ,,67,M,(07)-2094-9407, North Diana ,Australia,2023-07-28,partner_import,camp_168,email,,False
  Marit Jacobi Jäckel  ,marit.jacobijäckel@outlook.com,54,F,+49(0) 842150317, Neuruppin ,Germany,2023-09-06,google_form,camp_551,,do not contact,True
  Edward Elliott  ,edward.elliott@hotmail.com,30,F,(750)361-7906x701,North Brian,USA,2023-06-13,facebook_lead,camp_860,,follow up,True
,jessica_douglas@hotmail.com,35,F,+44(0)1614960361,Harrymouth,UK,2024-09-19,partner_import,,email,,False
  Yashoda Basak  ,,43,M,7167788030, Baranagar ,India,2022-08-28,webinar_signup,camp_954,cpc,follow up,True
  Krishna Kanda  ,krishna.k@yahoo.com,,M,0083341871, Satara ,India,2023-06-29,webinar_signup,camp_506,social,,False
  Amanda Young  ,amanda_young@hotmail.com,18,M,, West Michellefort ,Singapore,2024-08-13,webinar_signup,camp_335,organic,,True
  Sarina Otto  ,sarina.o@yahoo.com,22,F,, Wernigerode ,Germany,2024-01-25,email_capture,camp_494,cpc,,True
  Thomas Gutierrez  ,thomasgutierrez@email.com,39,M,261-424-8156x98570, Gibbsberg ,Singapore,2022-06-07,email_capture,camp_333,,,False
  Andrew Hayre  ,andrew_hayre@outlook.com,57,F,3038035431, Gandhidham ,India,2022-05-27,google_form,camp_530,organic,,False
  Thomas Chopra  ,thomas19@outlook.com,35,F,+919504888198,Bharatpur,India,2022-01-31,webinar_signup,camp_782,cpc,,True
  Turvi Kari  ,not-valid-email,33,M,,Ramgarh,India,2023-06-11,partner_import,,,,True
  Meghana Kade  ,meghana.kade@outlook.com,29,M,1062046786, Thane ,India,2022-01-11,google_form,,social,,False
  Tristan Bhatt  ,tristanbhatt@hotmail.com,,F,09194867076, Bardhaman ,India,2024-04-05,webinar_signup,,cpc,do not contact,True
  Anjali Mahal  ,anjali.mahal@yahoo.com,26,M,1185101542,Akola,India,2023-03-24,email_capture,,social,VIP,True
  Jamie Reynolds  ,jamie_reynolds@email.com,,,,North Tobyfort,UK,2024-06-03,google_form,camp_196,,follow up,False
  Ekantika Natt  ,ekantika_natt@yahoo.com,40,F,, Akola ,India,2023-03-24,google_form,,organic,,True
  Brandy Clark  ,brandy.clark@yahoo.com,33,M,590-576-9721x6218,New Jessica,USA,2023-07-18,partner_import,camp_814,organic,,False
  Melissa Jones  ,melissa22@yahoo.com,,F,, South Bobby ,USA,2023-12-31,facebook_lead,,organic,,True
  Udarsh Babu  ,udarshbabu@yahoo.com,31,M,+912727521527, New Delhi ,India,2024-10-17,webinar_signup,camp_474,cpc,follow up,True
  Arnd Mies  ,arndmies@email.com,,M,0810409157, Burglengenfeld ,Germany,2022-11-03,email_capture,,,follow up,True
  Anne-Kathrin Wilms  ,anne-kathrin.w@hotmail.com,,M,,Perleberg,Germany,2023-03-04,facebook_lead,camp_401,email,,True
  Brian Hansen  ,brianhansen@email.com,26,M,(783)677-4270,Travisside,USA,2023-08-28,webinar_signup,,organic,,False
  Jose Williamson  ,,44,M,(459) 710-7256, Ericksonview ,Canada,2023-05-27,webinar_signup,,organic,,True
,amandawallace@yahoo.com,37,F,(282)306-3228, South Theresa ,USA,2023-01-12,google_form,,cpc,,False
  Ekapad Dara  ,ekapaddara@gmail.com,52,F,4341663826, Bahraich ,India,2023-03-01,partner_import,,email,,True
  Jasmit Sarna  ,jasmit.sarna@gmail.com,18,M,, Barasat ,India,2024-01-24,partner_import,,social,,True
  Meera Narula  ,meera.narula@gmail.com,39,F,7409683486, Bareilly ,India,2024-04-27,google_form,,cpc,,True
  Prisha Mannan  ,prisha.m@outlook.com,23,M,02929177360, New Delhi ,India,2022-11-02,google_form,,,follow up,True
  Aaron Gonzalez  ,aaron.g@yahoo.com,30,M,959-411-2382x9657, Glennshire ,Singapore,2024-02-05,google_form,camp_348,cpc,do not contact,False
  Aarnav Bhatt  ,aarnav.b@email.com,24,M,, Kurnool ,India,2022-04-17,webinar_signup,,cpc,do not contact,True
,connor66@email.com,57,F,, New Jane ,UK,2022-08-22,webinar_signup,,cpc,,True
  Vansha Krishna  ,vansha.krishna@gmail.com,53,M,+919870322508, Davanagere ,India,2023-11-10,facebook_lead,,,VIP,True
  Gregory Robinson  ,gregoryrobinson@email.com,43,F,0151 4960317,Antonytown,UK,2022-08-06,facebook_lead,,organic,do not contact,False
  Vihaan Doctor  ,vihaan_doctor@yahoo.com,25,Other,+917445454472, Kadapa ,India,2024-06-24,email_capture,camp_972,email,,False
  Kelly Mclaughlin  ,kelly.mclaughlin@outlook.com,45,F,4712 8144, New Joshua ,Australia,2024-04-07,facebook_lead,,cpc,,False
  Warda Ghosh  ,warda.g@yahoo.com,18,F,04771740668, Hospet ,India,2024-10-26,partner_import,camp_330,organic,do not contact,False
  Advika Dass  ,advika_dass@gmail.com,66,M,+916137698237,Guwahati,India,2022-03-08,email_capture,camp_999,social,,True
  Angela Valenzuela  ,angela.valenzuela@outlook.com,58,F,866-258-9524x760, Mercadoview ,USA,2023-10-15,google_form,camp_529,,do not contact,False
  Karan Nadig  ,karan.nadig@hotmail.com,32,M,9308787909,Belgaum,India,2024-07-04,webinar_signup,,,follow up,True
  Xiti Bose  ,xiti.bose@gmail.com,43,M,+911263581567, Visakhapatnam ,India,2022-11-17,email_capture,camp_748,organic,VIP,False
  Scott Neal  ,scott_neal@outlook.com,49,F,652-257-3787x477, Smithview ,USA,2023-01-21,email_capture,camp_604,email,,True
  Oscar Ramachandran  ,oscar.r@email.com,22,F,+912519335628, Ramagundam ,India,2023-06-17,partner_import,camp_713,cpc,follow up,True
  Victor Sur  ,victorsur@yahoo.com,38,M,2828401252, Varanasi ,India,2022-07-18,email_capture,,social,,True
  Robert Mendoza  ,robertmendoza@email.com,53,F,606.412.9889x728,Boydberg,USA,2024-03-21,facebook_lead,,organic,VIP,True
  Margaret Marsh  ,margaret26@outlook.com,33,F,216.252.6693, North Terri ,Singapore,2024-03-19,google_form,,email,,True
  James Haynes  ,jameshaynes@gmail.com,37,F,, North Jenniferchester ,Singapore,2022-03-23,google_form,camp_961,social,VIP,True
,kiara_hebert@gmail.com,37,F,+1-571-633-3447x62639, South Henry ,Singapore,2023-12-09,facebook_lead,camp_440,email,,False
  Alka Korpal  ,,42,M,+910918281247, Gurgaon ,India,2023-11-11,partner_import,camp_842,organic,VIP,True
  Jonathan Figueroa  ,jonathan.f@gmail.com,45,F,+61 429 275 243, Whitehaven ,Australia,2024-03-25,email_capture,,social,,True
  Laura Johnson  ,laura35@gmail.com,40,F,739-873-5971x072, Lake Patrick ,Singapore,2022-12-25,facebook_lead,,social,,True
  Rodney Harper  ,rodney.h@yahoo.com,24,M,218-200-5375, Williamfurt ,Singapore,2024-09-09,email_capture,camp_605,organic,,True
  William Zhang  ,william_zhang@hotmail.com,50,,(816)241-7005x3718, Paulfurt ,USA,2024-03-05,facebook_lead,camp_378,email,,True
  Frances Hughes  ,TORalF_JÄnTsCH@yAHoO.cOM,31,M,01154960678, North Garethfurt ,UK,2023-06-28,partner_import,camp_493,,VIP,False
  Michelle Cooper  ,michellecooper@email.com,47,F,2927.6637, South Becky ,Australia,2024-05-18,email_capture,camp_321,,do not contact,False
  Raagini Shukla  ,raagini_shukla@hotmail.com,49,F,3031729409, Fatehpur ,India,2022-01-29,google_form,camp_914,social,VIP,False
  Kevin Foster  ,kevinfoster@outlook.com,21,F,(428)309-2428x757,Jenniferchester,Singapore,2024-08-13,google_form,camp_496,social,,False
  Inaya Buch  ,inaya.buch@gmail.com,34,M,+917684814196, Phusro ,India,2024-06-18,partner_import,camp_465,organic,do not contact,True
,amy_smith@gmail.com,53,F,, North Nicole ,USA,2022-12-15,partner_import,camp_805,cpc,,True
  Harish Mannan  ,harish.mannan@hotmail.com,46,M,, Mysore ,India,2022-11-24,google_form,,organic,do not contact,False
  Adweta Baral  ,adweta.b@outlook.com,21,F,06845934010, Bharatpur ,India,2024-10-24,webinar_signup,,organic,VIP,False
  Owen Sethi  ,owen_sethi@yahoo.com,31,M,9972257502,Naihati,India,2023-12-29,webinar_signup,,organic,follow up,True
  Meagan Brown  ,,36,M,(02) 0276 7478, Port Frances ,Australia,2023-10-31,webinar_signup,,email,,True
  Yuvraj Dalal  ,yuvraj.d@yahoo.com,24,M,2272544955,Shahjahanpur,India,2024-08-03,facebook_lead,,,do not contact,True
  Kathleen Barajas  ,kathleenbarajas@email.com,58,F,(385)335-4160, Angelahaven ,USA,2022-12-30,facebook_lead,camp_604,organic,,True
  Agastya Sethi  ,agastya_sethi@hotmail.com,28,M,,Mango,India,2022-08-23,facebook_lead,camp_796,,,True
  Vedhika Venkatesh  ,vedhika.venkatesh@hotmail.com,,M,+919075163806,Bokaro,India,2023-08-11,google_form,camp_510,organic,follow up,True
  Nidhi Subramanian  ,nidhi.s@outlook.com,44,M,4099073722, Panchkula ,India,2024-03-19,email_capture,camp_742,email,,True
  Madhavi Mahal  ,,19,M,0361454402, Pudukkottai ,India,2024-08-11,email_capture,camp_422,organic,,False
  Janaki Raja  ,janakiraja@yahoo.com,,M,, Siwan ,India,2023-03-17,partner_import,,organic,,False
  Charles Hawkins  ,charles.h@hotmail.com,24,M,953-759-9004,Turnerfurt,Canada,2023-09-22,email_capture,,,,True
  Joanne Booth  ,not-valid-email,32,F,, West Marc ,UK,2024-10-25,email_capture,camp_731,cpc,,False
  Scott Galvan  ,scott_galvan@yahoo.com,33,M,,Bankston,USA,2024-07-14,partner_import,,organic,,True
  Thomas Mitchell  ,thomasmitchell@gmail.com,18,F,833-368-9579x6724,West Terriland,USA,2024-06-17,facebook_lead,camp_279,,,False
  Austin Poole  ,austin.poole@yahoo.com,24,M,, Brandonstad ,USA,2022-09-20,partner_import,camp_604,email,do not contact,False
  Udarsh Narang  ,udarsh_narang@yahoo.com,,M,6022935117, Sasaram ,India,2022-11-29,email_capture,camp_835,cpc,,False
  Marilyn Watts  ,marilyn40@yahoo.com,41,F,,Whiteshire,UK,2023-10-12,email_capture,camp_232,email,VIP,False
  Nidra Gulati  ,nidra.g@gmail.com,52,M,09380584607, Firozabad ,India,2023-09-12,email_capture,camp_273,social,VIP,False
,elizabeth.c@gmail.com,43,F,(939)720-1029,Adamsmouth,USA,2023-09-11,partner_import,camp_391,social,,True
  Veer Nazareth  ,veer.n@gmail.com,21,F,1759317261, Hosur ,India,2023-09-14,email_capture,,organic,do not contact,True
  Jenna Sharpe  ,,,M,+44(0)306 9990657,Scotthaven,UK,2023-03-13,google_form,camp_882,,,True
  Marco Wirth  ,marco.wirth@yahoo.com,57,F,, Forst ,Germany,2024-03-20,partner_import,,email,VIP,False
  Adya Narain  ,,44,F,03147961265,Dehri,India,2022-03-26,facebook_lead,,organic,VIP,True
  Babette Killer  ,babette.killer@email.com,28,M,05424 93214,Plauen,Germany,2024-06-17,webinar_signup,camp_151,cpc,,True
  Vidhi Parsa  ,vidhi.p@yahoo.com,33,M,08537997881, Gurgaon ,India,2024-05-23,webinar_signup,,organic,,True
  Tibor Binner  ,tibor.binner@yahoo.com,39,F,+49 (0) 0701 601662, Schwandorf ,Germany,2024-08-19,webinar_signup,camp_695,email,,True
  Yutika Bassi  ,yutikabassi@email.com,32,M,6511988874, Fatehpur ,India,2023-01-12,webinar_signup,camp_265,organic,do not contact,True
  Rishi Golla  ,rishigolla@yahoo.com,27,Other,+917785457477,Sikar,India,2023-06-30,webinar_signup,camp_307,organic,follow up,True
  Balveer Verma  ,balveer_verma@outlook.com,38,F,5588348564, Rourkela ,India,2023-08-27,facebook_lead,,,,True
  Unnati Patla  ,unnatipatla@email.com,32,M,, Yamunanagar ,India,2024-03-03,partner_import,camp_817,social,,True
  Neel Ramakrishnan  ,neel.ramakrishnan@email.com,18,M,09981805279,Indore,India,2022-05-12,webinar_signup,camp_324,social,do not contact,True
  Chakradev Nanda  ,chakradevnanda@hotmail.com,34,M,06316460664, Nanded ,India,2022-04-06,google_form,camp_403,cpc,follow up,False
  William Sundaram  ,william.sundaram@email.com,33,F,05838833314, Bhatpara ,India,2022-11-21,email_capture,camp_721,cpc,,False
  Nurettin Jockel  ,nurettin_jockel@outlook.com,33,M,03817921717,Tirschenreuth,Germany,2022-01-10,webinar_signup,,social,,True
  Ishita Mangal  ,ishita13@hotmail.com,34,F,5928206665, Rampur ,India,2022-04-28,email_capture,camp_694,social,,True
  Ricky Kennedy  ,ricky.k@hotmail.com,39,M,+441514960114, Stephensonberg ,UK,2024-10-14,webinar_signup,camp_293,email,,False
,emily.valdez@gmail.com,31,M,, West Christopherport ,USA,2022-06-17,webinar_signup,camp_389,cpc,do not contact,True
  Daniel Osborne  ,,27,M,574.905.1337, Hoganfurt ,USA,2022-03-22,partner_import,,social,follow up,False
  Judith Wise  ,judith_wise@hotmail.com,55,F,, Abigailfurt ,USA,2024-06-30,partner_import,camp_349,,do not contact,False
  Xalak Sen  ,xalak.sen@gmail.com,42,F,1090028100, Tiruppur ,India,2023-09-03,google_form,camp_200,social,,False
  Emily Anderson  ,emilyanderson@yahoo.com,39,M,(909) 242-8757 x215,Thomasville,Canada,2022-11-01,facebook_lead,,organic,,False
  Zachary Miller  ,zachary_miller@outlook.com,18,M,299-708-0358x624, Scottmouth ,USA,2024-07-05,google_form,camp_489,email,do not contact,True
  Oliver Sahota  ,,,M,,Katni,India,2024-01-23,webinar_signup,,email,VIP,False
  Anthony Williamson  ,anthony.w@outlook.com,39,F,+1-963-324-5352, North Christopherton ,USA,2024-06-14,email_capture,camp_611,cpc,do not contact,True
  Maanas Talwar  ,maanastalwar@gmail.com,42,M,7650294250,Jamnagar,India,2022-01-23,google_form,camp_713,cpc,do not contact,True
  Kiaan Dada  ,kiaan15@gmail.com,23,M,03537592719,Tenali,India,2022-11-20,facebook_lead,camp_423,social,,False
  Meera Dada  ,meeradada@outlook.com,42,F,02429338010, Varanasi ,India,2024-06-27,email_capture,,organic,,True
  Franziska Tröst  ,franziskatröst@hotmail.com,18,F,07332 945625, Mettmann ,Germany,2024-01-02,partner_import,,,,True
  Lawrence Good  ,lawrence.g@hotmail.com,41,M,845-644-9485 x625, New Melissa ,Canada,2022-04-01,webinar_signup,,email,follow up,False
  Jack Sarna  ,jack.s@outlook.com,36,F,, Morbi ,India,2024-01-14,google_form,,social,,False
  Rhonda Holmes  ,rhonda_holmes@outlook.com,33,F,001-418-346-6898x593, West Margaret ,USA,2022-02-13,google_form,,cpc,VIP,True
  Ekiya Andra  ,ekiya.a@yahoo.com,40,M,, Burhanpur ,India,2023-12-03,partner_import,camp_410,,,False
  Robert Spencer  ,robertspencer@gmail.com,35,M,0114 4960170,South Rachael,UK,2022-10-09,partner_import,,cpc,,False
  Josephine Mills  ,josephine_mills@gmail.com,30,F,(0121)4960991,Lake Mariafort,UK,2023-01-08,email_capture,camp_645,social,do not contact,False
  Natalie Lawson  ,natalie.l@email.com,18,M,029 2018778,Joannamouth,UK,2022-03-14,webinar_signup,,social,,True
  Sheila Kaur  ,sheila_kaur@yahoo.com,70,M,,Powerfurt,UK,2022-02-28,email_capture,,email,VIP,False
  Diane Yates  ,dianeyates@outlook.com,,F,832-032-0742, Wilsonfort ,Canada,2023-12-21,google_form,camp_682,,,False
  Robert Porter  ,robert5@yahoo.com,32,F,407.834.8002,Ericfort,USA,2022-06-26,google_form,camp_805,social,,True
  Elaine Anderson  ,elaine.a@outlook.com,,F,954-682-9878x19214, Seanfurt ,USA,2024-10-24,partner_import,camp_369,organic,,True
  Adam Thompson  ,eLlIoTt35@yAHOO.COm,40,M,, South Isaacmouth ,USA,2024-01-05,email_capture,,social,,True
  Zoltan Becker  ,zoltan68@outlook.com,31,F,+49(0)7157 724599,Olpe,Germany,2024-01-18,email_capture,camp_561,,,False
  Oscar Chauhan  ,oscar39@email.com,28,M,04103751416,Kishanganj,India,2024-07-11,webinar_signup,,social,,False
  Nilima Rajagopalan  ,nilima.r@gmail.com,36,M,, Patna ,India,2023-03-02,webinar_signup,,social,,False
  Angela Nicholls  ,angela48@email.com,40,M,, South Sharon ,UK,2022-05-15,google_form,camp_613,cpc,,False
  Amanda Stokes  ,,29,M,(929)926-7698x897,Kellymouth,USA,2023-01-20,email_capture,camp_766,,follow up,True
  Nathaniel Vora  ,nathaniel_vora@email.com,41,F,09635550121, Firozabad ,India,2024-07-10,email_capture,camp_653,social,,False
  Ijaya Dayal  ,ijaya48@hotmail.com,,F,03595301965,Jehanabad,India,2023-10-25,webinar_signup,camp_869,email,do not contact,True
  Vinaya Bhardwaj  ,vinayabhardwaj@yahoo.com,38,F,, Kolkata ,India,2022-02-12,email_capture,camp_136,,,False
  Laksh Barad  ,lakshbarad@outlook.com,,F,3887071360, Mira-Bhayandar ,India,2023-02-13,webinar_signup,camp_270,cpc,,True
  Ekalinga Dhaliwal  ,ekalingadhaliwal@hotmail.com,30,M,+910046879752, Thane ,India,2023-09-08,email_capture,,cpc,,True
  Darpan Vora  ,darpan.vora@hotmail.com,36,F,08654255686,South Dumdum,India,2022-11-10,facebook_lead,camp_894,,VIP,True
  Eduard Lachmann  ,,24,M,+49(0)5814 876963, Pößneck ,Germany,2023-08-20,email_capture,,social,,True
  Noah Bhakta  ,noah21@hotmail.com,18,M,5441710567, Ghaziabad ,India,2022-01-10,email_capture,camp_764,,,True
  Maanas Kalita  ,maanas.k@yahoo.com,35,F,6907064872, Thanjavur ,India,2022-05-01,email_capture,camp_415,cpc,,True
  Raghav Nath  ,raghav.nath@outlook.com,42,F,+917520477004, Chennai ,India,2024-10-16,facebook_lead,,cpc,do not contact,False
  Sanya Raman  ,sanya_raman@outlook.com,42,F,+917325538274, Proddatur ,India,2024-08-24,email_capture,,,,False
  Vivaan Dugal  ,kaTE.W@yAHoo.coM,23,Other,6225063483, Noida ,India,2023-12-27,facebook_lead,camp_633,organic,follow up,True
  Laksh Kata  ,laksh84@email.com,,F,+911464675038,Madanapalle,India,2023-09-16,webinar_signup,camp_339,organic,,True
  Aaron Webster  ,aaron.webster@gmail.com,37,M,(0141) 496 0719, Knowlesside ,UK,2023-01-08,google_form,camp_146,organic,VIP,False
  Billy Kelly  ,billykelly@hotmail.com,37,M,(977) 712-1513 x422,Annashire,Canada,2024-04-04,webinar_signup,camp_756,,do not contact,False
  Eta Merchant  ,AaRNA_vOHrA@hOtmAIL.COm,26,F,+918520397101, Bally ,India,2023-12-25,facebook_lead,camp_696,cpc,follow up,True
  Alexandra Jones  ,alexandra_jones@outlook.com,44,M,+44(0)1914960280, Smithshire ,UK,2023-09-22,partner_import,camp_677,cpc,,True
  William Stephenson  ,william.stephenson@outlook.com,,M,001-841-434-0192x93605, Cookland ,USA,2024-09-19,facebook_lead,,social,do not contact,True
  Anamika Kalita  ,anamika.k@outlook.com,30,M,+910509809934, Adoni ,India,2022-10-22,partner_import,,organic,,True
  Gemma Richards  ,,20,M,+44131 496 0450, New Jordanberg ,UK,2024-08-20,google_form,,email,VIP,True
  Donald Wilson  ,donald_wilson@email.com,29,M,6277456449, Staffordmouth ,Singapore,2024-01-03,partner_import,,social,,True
  Claire Stone  ,clairestone@hotmail.com,44,F,+44(0)1632 960 905, Gibsonstad ,UK,2022-08-04,google_form,camp_285,organic,follow up,False
  Vanessa Perkins  ,vanessa.perkins@yahoo.com,45,F,963-589-0124x844, Higginsstad ,USA,2023-08-28,webinar_signup,camp_389,cpc,VIP,True
  Peter Baker  ,peter.baker@hotmail.com,38,M,0460 476 580,Lake Stephaniechester,Australia,2024-09-17,webinar_signup,,email,follow up,True
  Nilima Bahri  ,nilima_bahri@outlook.com,,F,+918768486558, Bhatpara ,India,2022-05-18,facebook_lead,camp_994,social,VIP,True
  Nicholas Panchal  ,nicholas_panchal@yahoo.com,,M,+917768575564, Ajmer ,India,2023-10-13,partner_import,camp_735,,follow up,False
  Parth Talwar  ,,70,F,05019325267,Phagwara,India,2022-10-11,google_form,,organic,VIP,False
  Ati Devan  ,ati.d@hotmail.com,57,M,+912166095238, Panipat ,India,2024-04-05,email_capture,camp_193,organic,follow up,False
  Susan Ali  ,susanali@outlook.com,20,F,, Jennaland ,UK,2022-03-24,facebook_lead,,cpc,,True
  Shivani Borra  ,shivani.borra@yahoo.com,37,F,4203577793,Belgaum,India,2024-07-23,webinar_signup,camp_914,social,,True
  Cheryl Pearson  ,cheryl81@outlook.com,25,M,(07) 4414 9673, Lake Erica ,Australia,2024-02-15,google_form,,email,,True
  Zehaan Bedi  ,zehaan.bedi@gmail.com,19,M,09386362317,Etawah,India,2022-03-20,email_capture,,organic,,True
  Samar Kamdar  ,samar31@outlook.com,27,F,7347763065, Danapur ,India,2022-03-25,google_form,camp_126,social,VIP,False
  Charlene Collins  ,charlene.c@email.com,42,M,+44121 496 0152,New Victorton,UK,2023-02-19,webinar_signup,,social,follow up,False
  Luke Setty  ,luke_setty@yahoo.com,37,F,05469915897,Bhopal,India,2022-08-18,google_form,camp_708,organic,follow up,True
  Yash Swamy  ,yash16@yahoo.com,42,M,5814429836, Alappuzha ,India,2024-03-24,facebook_lead,,organic,,False
  Ishwar Bail  ,ishwar.b@yahoo.com,27,M,05056115551, Kumbakonam ,India,2023-01-07,webinar_signup,,social,do not contact,True
  Giovanni Nerger  ,giovanninerger@gmail.com,18,F,0153966958,Einbeck,Germany,2022-08-01,google_form,,cpc,do not contact,True
  Richard Morse  ,richardmorse@gmail.com,26,M,956-286-2230, Rogersview ,USA,2024-08-23,facebook_lead,camp_279,email,,True
  Chandani Das  ,chandani.d@email.com,42,F,8696115889, Rajkot ,India,2024-09-25,facebook_lead,,email,,True
  Victoria Edwards  ,victoria24@hotmail.com,,M,0106 1817, Jeffreyport ,Australia,2024-09-16,webinar_signup,camp_450,,,True
  April Delacruz  ,april.d@gmail.com,34,M,516.202.2743, Port Scott ,USA,2023-06-06,email_capture,,cpc,,True
  Jason Bolton  ,jason.bolton@email.com,51,F,189-261-3715, Erinville ,Canada,2022-07-07,google_form,camp_894,social,,False
  Vinaya Bora  ,vinaya35@gmail.com,37,M,8729701268, Bhiwandi ,India,2022-01-04,google_form,camp_415,,,False
  Ishani Ravi  ,ishani_ravi@hotmail.com,46,M,, Erode ,India,2023-03-12,facebook_lead,camp_609,organic,,True
,phillipgarza@outlook.com,55,M,152.017.7749, Taramouth ,Canada,2023-09-11,email_capture,camp_516,organic,VIP,True
  Advaith Oza  ,MICHELle.N@gmAil.CoM,18,M,03526821947,Amaravati,India,2023-07-28,google_form,camp_894,cpc,follow up,False
  Emily Stokes  ,emily_stokes@hotmail.com,34,F,+1-371-486-2447x5631, East Amytown ,USA,2023-11-24,partner_import,camp_773,social,VIP,True
  Aarav Deep  ,aaravdeep@gmail.com,,M,3271073257, Kolhapur ,India,2023-02-17,partner_import,camp_529,email,follow up,True
,travisboone@yahoo.com,48,Other,+1-778-706-6154, Bennettstad ,USA,2022-10-03,email_capture,camp_931,organic,VIP,True
  Jai Golla  ,jai.golla@outlook.com,24,F,+910348990564, Jodhpur ,India,2024-06-13,webinar_signup,camp_742,,do not contact,True
  Saanvi Devan  ,saanvi.d@yahoo.com,45,M,+910463118670, Buxar ,India,2023-09-23,email_capture,camp_410,,,False
  Johnathan Johnson  ,johnathan_johnson@gmail.com,46,F,+61 410 939 111,Port Diana,Australia,2023-12-01,partner_import,camp_736,cpc,,True
  Warda Warrior  ,warda.warrior@gmail.com,24,F,+915054459318,Korba,India,2023-07-23,partner_import,camp_828,cpc,,False
  Rachel Knight  ,rachel.knight@yahoo.com,,F,02-2447-1746, Jonathanland ,Australia,2022-02-14,google_form,camp_205,cpc,,True
  Ryan Erickson  ,ryanerickson@hotmail.com,41,M,818-802-8825x2128, West Maryview ,USA,2023-03-13,webinar_signup,camp_822,email,,False
  Girish Dixit  ,,53,F,04709973413,Jaipur,India,2023-03-07,email_capture,,email,,False
  Hema Mall  ,hema2@outlook.com,29,M,0764718629, Nellore ,India,2023-12-25,webinar_signup,,social,VIP,False
  Jillian Henry  ,jillian.h@gmail.com,,M,(287)903-2032, Frankmouth ,Singapore,2024-08-21,email_capture,,,,False
  Peter Nielsen  ,,43,M,+1-484-228-8284x705, North Elizabeth ,USA,2024-03-29,facebook_lead,camp_924,email,do not contact,True
,giesela.s@hotmail.com,32,M,+49(0)9719 975817, Hechingen ,Germany,2023-02-16,webinar_signup,camp_523,organic,do not contact,True
  Kelly Moss  ,,18,F,0151 496 0986,Michaelfort,UK,2023-12-20,facebook_lead,camp_880,email,,False
,nilima_choudhry@hotmail.com,18,M,+911453948072, Gandhidham ,India,2024-07-04,webinar_signup,camp_817,social,do not contact,True
  Valeria Lachmann  ,valeria_lachmann@outlook.com,43,F,,Wurzen,Germany,2024-06-24,email_capture,camp_748,social,,False
  Mary Jackson  ,maryjackson@outlook.com,31,M,+1-888-671-2320x366, Port Scott ,USA,2022-01-08,google_form,,cpc,follow up,False
  Zashil Palan  ,zashil.palan@gmail.com,38,M,8458402227, Burhanpur ,India,2022-11-04,email_capture,camp_463,cpc,,True
  Samuel Carney  ,samuel89@outlook.com,45,F,,Port Gary,Singapore,2023-08-07,partner_import,camp_952,social,,False
  William Nelson  ,williamnelson@gmail.com,32,M,+1-293-690-8926x13715, South Nathanielville ,Singapore,2022-10-02,google_form,camp_137,social,,True
  Abdul Dayal  ,abdul.d@yahoo.com,53,M,, Anantapuram ,India,2023-06-22,partner_import,,organic,do not contact,True
  Aachal Madan  ,,23,F,01906774210,Kanpur,India,2023-02-10,webinar_signup,camp_884,cpc,,True
  Monique Castillo  ,moniquecastillo@gmail.com,45,M,(426)285-2728x7603, Colebury ,USA,2023-02-01,webinar_signup,,organic,do not contact,True
  Mariah Kim  ,mariah.k@gmail.com,34,M,706-928-3345, West Pamela ,USA,2024-09-02,partner_import,camp_951,organic,VIP,True
  Ojasvi Joshi  ,ojasvi.joshi@hotmail.com,34,M,4437108425, Sri Ganganagar ,India,2024-08-01,email_capture,camp_708,social,,False
  Gabriel Speer  ,gabriel.speer@hotmail.com,64,F,+49 (0) 7846 997335, Ribnitz-Damgarten ,Germany,2022-12-02,webinar_signup,camp_707,social,,True
  Joan Brown  ,joanbrown@email.com,36,M,+44(0)121 496 0696,Marionville,UK,2023-09-25,email_capture,camp_930,cpc,,False
  Wendy Spencer  ,wendy91@outlook.com,,F,(029) 2018357, Mohammedport ,UK,2022-10-29,google_form,camp_779,email,,False
  Anamika Goyal  ,anamikagoyal@hotmail.com,38,F,, Saharsa ,India,2024-06-28,partner_import,,email,VIP,True
  Yashodhara Hari  ,yashodhara.hari@outlook.com,45,F,+912535022774, Adoni ,India,2022-08-15,email_capture,,,,True
  Abhimanyu Hans  ,abhimanyu97@outlook.com,67,M,+918471370587, Thanjavur ,India,2023-01-30,partner_import,camp_885,,,False
